cue,answer,image,hide_show_duration,
A,none,../User/Stimuli/aa/object1.jpg,300,
A,none,../User/Stimuli/aa/object2.jpg,300,
A,none,../User/Stimuli/aa/social6.jpg,300,
A,none,../User/Stimuli/aa/social7.jpg,300,
,,,,
